car_name,car_price_in_rupees,,kms_driven,fuel_type,city,year_of_manufacture
Volvo S60 Kinetic D4,₹ 15.95 ,,"1,18,271 km",Diesel,Hyderabad,2016
Mahindra Bolero Power Plus ZLX,₹ 8.32 ,,"29,726 km",Diesel,Delhi,2019
Maruti Suzuki Vitara Brezza ZDi,₹ 8.65 ,,"77,000 km",Diesel,Hyderabad,2017
Mahindra XUV500 W11(O) [2018-2020],₹ 13.95 ,,"55,218 km",Diesel,Delhi,2018
Maruti Suzuki XL6 Zeta MT Petrol,₹ 10.45 ,,"2,390 km",Petrol,Mumbai,2021
Hyundai Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],₹ 4.91 ,,"71,975 km",Petrol,Hyderabad,2017
Tata Hexa XTA 4x2 7 STR,₹ 15.5 ,,"70,930 km",Diesel,Hyderabad,2018
Honda Amaze 1.2 S AT i-VTEC,₹ 6.25 ,,"45,751 km",Petrol,Ahmedabad,2017
Maruti Suzuki Wagon R 1.0 VXI,₹ 3.69 ,,"32,702 km",Petrol,Kolkata,2016
Honda Amaze 1.2 V MT Petrol [2018-2020],₹ 7.25 ,,"45,982 km",Petrol,Bangalore,2018
Jeep Compass Limited (O) 2.0 Diesel [2017-2020],₹ 17.45 ,,"57,624 km",Diesel,Hyderabad,2018
Maruti Suzuki Celerio VXi AMT,₹ 4 ,,"67,000 km",Petrol,Thiruvallur,2014
Renault Kwid CLIMBER 1.0 (O),₹ 4.8 ,,"1,245 km",Petrol,Kolkata,2021
Honda City SV,₹ 7.99 ,,"56,861 km",Petrol,Bangalore,2016
Maruti Suzuki Dzire ZXi,₹ 7.95 ,,"33,372 km",Petrol,Bangalore,2020
Tata Safari XZA Plus Gold 6 S,₹ 24 ,,"22,360 km",Diesel,Thane,2021
Hyundai i20 Magna (O) 1.2,₹ 4.25 ,,"74,050 km",Petrol,Pune,2014
Hyundai Elite i20  Asta 1.2 AT,₹ 8.95 ,,"39,389 km",Petrol,Bangalore,2018
Maruti Suzuki Alto K10 VXi [2014-2019],₹ 3.36 ,,"44,042 km",Petrol,Pune,2015
Mercedes-Benz C-Class C 220d Progressive [2018-2019],₹ 46 ,,"53,841 km",Diesel,Hyderabad,2019
Mahindra XUV500 W11 AT,₹ 15.9 ,,"45,724 km",Diesel,Ahmedabad,2018
Jeep Compass Model S (O) Diesel 4x4 AT,₹ 37 ,,"1,600 km",Diesel,Hyderabad,2022
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 5 ,,"33,583 km",Petrol,Kolkata,2019
Hyundai Venue S 1.0 AT Petrol [2019-2020],₹ 10.45 ,,"32,727 km",Petrol,Mumbai,2020
Hyundai Verna 1.6 VTVT SX,₹ 8.68 ,,"52,858 km",Petrol,Delhi,2018
Maruti Suzuki Alto K10 VXi [2014-2019],₹ 2.95 ,,"88,989 km",Petrol,Chennai,2016
Skoda Rapid Style 1.6 MPI,₹ 10.46 ,,"10,418 km",Petrol,Delhi,2021
Chevrolet Cruze LTZ,₹ 8.5 ,,"65,000 km",Diesel,Thane,2017
Ford EcoSport Titanium 1.5 Ti-VCT AT,₹ 9.45 ,,"43,624 km",Petrol,Mumbai,2019
Maruti Suzuki Baleno Alpha 1.2,₹ 6.89 ,,"31,968 km",Petrol,Delhi,2018
Hyundai Elite i20 Asta 1.2 (O) CVT [2019-2020],₹ 8.51 ,,"41,236 km",Petrol,Mumbai,2019
Maruti Suzuki Baleno Zeta 1.2,₹ 5.85 ,,"36,101 km",Petrol,Mumbai,2017
Hyundai Creta SX Plus 1.6 AT CRDI,₹ 11.71 ,,"44,157 km",Diesel,Mumbai,2017
Volkswagen Polo GT TSI,₹ 5.92 ,,"51,644 km",Petrol,Pune,2014
Hyundai Venue SX 1.4 CRDi,₹ 9.83 ,,"40,655 km",Diesel,Delhi,2019
Honda Amaze 1.2 SX i-VTEC,₹ 4.69 ,,"79,749 km",Petrol,Pune,2015
Volkswagen Ameo Trendline 1.0L (P),₹ 4.65 ,,"46,000 km",Petrol,Noida,2018
Volkswagen Ameo Highline1.2L (P) [2016-2018],₹ 3.99 ,,"40,729 km",Petrol,Kolkata,2016
Hyundai Elite i20 Asta 1.2,₹ 6.58 ,,"36,349 km",Petrol,Bangalore,2015
Hyundai Grand i10 Magna 1.2 Kappa VTVT CNG [2019-2020],₹ 5.37 ,,"23,345 km",CNG,Pune,2019
Hyundai Elite i20 Magna 1.2 [2016-2017],₹ 5.34 ,,"33,679 km",Petrol,Delhi,2016
Hyundai i10 1.1L iRDE Magna Special Edition,₹ 2.95 ,,"56,000 km",Petrol,Thane,2014
Maruti Suzuki Celerio VXi,₹ 3.95 ,,"66,290 km",Petrol,Noida,2015
Maruti Suzuki Celerio ZXi (O) AMT [2019-2020],₹ 4.25 ,,"41,624 km",Petrol,Pune,2017
Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],₹ 4.31 ,,"46,458 km",Petrol,Pune,2013
Audi A4 2.0 TDI (177bhp) Premium,₹ 16.5 ,,"1,16,265 km",Diesel,Hyderabad,2013
Honda Amaze 1.2 S i-VTEC,₹ 4 ,,"50,821 km",Petrol,Delhi,2014
Mahindra XUV500 W8 [2015-2017],₹ 9.75 ,,"87,820 km",Diesel,Mumbai,2016
Renault Kwid RXT [2015-2019],₹ 4.25 ,,"22,785 km",Petrol,Thane,2019
Maruti Suzuki Wagon R 1.0 LXI CNG,₹ 4.5 ,,"70,000 km",CNG,Thane,2018
Mercedes-Benz E-Class E 350 CDI Edition E,₹ 27 ,,"84,169 km",Diesel,Hyderabad,2016
Maruti Suzuki Baleno Zeta 1.2,₹ 7.25 ,,"12,252 km",Petrol,Mumbai,2020
Hyundai i20 Asta (O) 1.2 MT,₹ 9.1 ,,"12,420 km",Petrol,Pune,2021
Hyundai i10 Sportz 1.1 iRDE2 [2010--2017],₹ 3.67 ,,"50,714 km",Petrol,Chennai,2014
Tata Tiago Revotron XZ,₹ 5.9 ,,"16,337 km",Petrol,Delhi,2021
Maruti Suzuki S-Cross Alpha 1.3,₹ 7.95 ,,"52,245 km",Diesel,Thane,2017
Hyundai Venue SX Plus 1.0 Turbo DCT,₹ 10.97 ,,"64,317 km",Petrol,Pune,2020
Audi A6 2.0 TDI Premium,₹ 15.5 ,,"1,01,850 km",Diesel,Ahmedabad,2014
Hyundai Santro Sportz [2018-2020],₹ 5.29 ,,"43,189 km",Petrol,Pune,2019
Audi A4 35 TDI Premium,₹ 27 ,,"82,695 km",Diesel,Chennai,2016
Maruti Suzuki Wagon R LXi 1.0 CNG,₹ 6.87 ,,"19,225 km",CNG,Pune,2021
Maruti Suzuki Swift VXi [2014-2017],₹ 5.8 ,,"63,323 km",Petrol,Hyderabad,2016
Toyota Corolla Altis GL,₹ 11.5 ,,"71,957 km",Diesel,Hyderabad,2015
Maruti Suzuki Ciaz Delta 1.5,₹ 8.49 ,,"54,031 km",Petrol,Hyderabad,2020
Maruti Suzuki S-Cross Delta 1.3,₹ 8.95 ,,"53,416 km",Diesel,Bangalore,2018
BMW 3 Series 320d Luxury Line,₹ 27.85 ,,"64,229 km",Diesel,Bangalore,2016
Honda Brio EX MT,₹ 3.75 ,,"81,122 km",Petrol,Bangalore,2014
Maruti Suzuki Wagon R VXi 1.2,₹ 5.79 ,,"50,860 km",Petrol,Bangalore,2019
Skoda Kushaq Style 1.0L TSI MT,₹ 14.5 ,,"3,000 km",Petrol,Kolkata,2022
Maruti Suzuki Swift VXi AMT,₹ 7.85 ,,"32,516 km",Petrol,Bangalore,2019
Maruti Suzuki Alto K10 VXi AMT (Airbag) [2014-2019],₹ 4.3 ,,"30,305 km",Petrol,Ahmedabad,2018
Mahindra Bolero Power Plus SLE [2016-2019],₹ 5.71 ,,"45,090 km",Diesel,Kolkata,2017
BMW 3 Series GT 320d Luxury Line [2014-2016],₹ 39.5 ,,"51,400 km",Diesel,Hyderabad,2019
Volkswagen Taigun GT Plus 1.5 TSI DSG,₹ 16.49 ,,"9,792 km",Petrol,Ahmedabad,2021
Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],₹ 16.31 ,,"85,182 km",Diesel,Delhi,2017
Hyundai Elantra 1.8 SX AT,₹ 6.85 ,,"25,000 km",Petrol,Pune,2014
Kia Seltos GTX (O) 1.4,₹ 15.98 ,,"14,300 km",Petrol,Pune,2021
Honda City SV CVT,₹ 6.45 ,,"52,283 km",Petrol,Mumbai,2015
Tata Tiago NRG Petrol,₹ 8.43 ,,"9,578 km",Petrol,Pune,2022
Ford Freestyle Titanium Plus 1.2 Ti-VCT [2018-2020],₹ 6 ,,"32,000 km",Petrol,Ambattur,2020
Honda City ZX CVT Petrol [2017-2019],₹ 9.25 ,,"43,239 km",Petrol,Mumbai,2017
Maruti Suzuki Wagon R LXi Minor,₹ 1.5 ,,"1,50,000 km",Petrol + 1,Ambattur,2007
Skoda Rapid Ambition 1.6 MPI AT,₹ 9.59 ,,"54,698 km",Petrol,Delhi,2020
Maruti Suzuki Alto 800 VXi,₹ 3.49 ,,"19,097 km",Petrol,Delhi,2020
Maruti Suzuki Swift VXi [2014-2017],₹ 6.29 ,,"37,497 km",Petrol,Bangalore,2018
Volkswagen Polo Highline1.2L (P),₹ 3 ,,"76,143 km",Petrol,Mumbai,2013
Honda City VX CVT Petrol [2017-2019],₹ 11.45 ,,"28,340 km",Petrol,Bangalore,2017
Toyota Corolla Altis G CVT Petrol,₹ 12.27 ,,"75,766 km",Petrol,Delhi,2017
Hyundai Verna Fluidic 1.6 CRDi SX,₹ 6 ,,"1,06,985 km",Diesel,Hyderabad,2014
Jeep Compass Limited Plus Petrol AT,₹ 20 ,,"11,000 km",Petrol,Mumbai,2020
BMW X3 xDrive20d,₹ 18 ,,"74,073 km",Diesel,Hyderabad,2012
Volkswagen Ameo Highline Plus 1.5L AT (D)16 Alloy,₹ 6.6 ,,"58,549 km",Diesel,Chennai,2017
Volkswagen Taigun Topline 1.0 TSI MT,₹ 15.99 ,,"12,093 km",Petrol,Bangalore,2021
Ford Figo Duratorq Diesel Titanium 1.4,₹ 2.99 ,,"64,983 km",Diesel,Mumbai,2013
Hyundai Elite i20 Asta 1.2,₹ 5.15 ,,"36,787 km",Petrol,Thane,2014
Jeep Compass Limited (O) 2.0 Diesel [2017-2020],₹ 11.26 ,,"47,631 km",Diesel,Kolkata,2017
Maruti Suzuki Ciaz Zeta 1.4 AT,₹ 7.52 ,,"28,800 km",Petrol,Ahmedabad,2017
Maruti Suzuki Baleno Alpha 1.2,₹ 8.75 ,,"43,000 km",Petrol,Hyderabad,2019
Volkswagen Vento TSI,₹ 6.1 ,,"55,837 km",Petrol,Mumbai,2016
Hyundai Creta SX Plus 1.6  Petrol,₹ 8.99 ,,"41,441 km",Petrol,Thane,2016
Volkswagen Polo Comfortline 1.2L (P),₹ 4.25 ,,"49,047 km",Petrol,Mumbai,2015
Hyundai Grand i10 Asta 1.2 Kappa VTVT [2013-2016],₹ 4.28 ,,"55,888 km",Petrol,Hyderabad,2013
Hyundai Santro Sportz CNG [2018-2020],₹ 6.04 ,,"32,036 km",CNG,Delhi,2021
Maruti Suzuki Alto 800 Vxi,₹ 2.46 ,,"71,169 km",Petrol,Delhi,2014
Honda Civic ZX CVT Petrol [2019-2020],₹ 20.7 ,,"19,600 km",Petrol,Pune,2019
Maruti Suzuki Ciaz Delta 1.3 Hybrid,₹ 6 ,,"61,456 km",Diesel,Delhi,2017
Maruti Suzuki Baleno Delta Dualjet,₹ 6.79 ,,"28,417 km",Petrol,Delhi,2020
Maruti Suzuki Baleno Sigma 1.3,₹ 6.99 ,,"60,132 km",Diesel,Bangalore,2018
Hyundai Elite i20 Sportz 1.2,₹ 6.1 ,,"45,571 km",Petrol,Mumbai,2017
Hyundai Eon 1.0 Kappa Magna + [2014-2016],₹ 2.83 ,,"34,229 km",Petrol,Delhi,2014
Maruti Suzuki Wagon R 1.0 VXI AMT,₹ 4.45 ,,"38,754 km",Petrol,Delhi,2018
Hyundai Verna 1.6 VTVT SX,₹ 9.65 ,,"5,564 km",Petrol,Mumbai,2019
Maruti Suzuki Alto K10 VXi AMT,₹ 4.3 ,,"58,006 km",Petrol,Hyderabad,2019
Jeep Compass Limited Plus 2.0 Diesel 4x4 AT,₹ 24.75 ,,"11,293 km",Diesel,Mumbai,2020
Volkswagen Polo Comfortline 1.2L (P),₹ 5.79 ,,"51,000 km",Petrol,Bangalore,2015
Hyundai Elite i20 Asta 1.4 CRDI,₹ 7.7 ,,"77,505 km",Diesel,Chennai,2017
Volkswagen Polo GT TSI,₹ 9.25 ,,"62,690 km",Petrol,Bangalore,2018
Maruti Suzuki Alto 800 LXi (O),₹ 3.43 ,,"6,370 km",Petrol,Kolkata,2019
Maruti Suzuki Swift Dzire VXI,₹ 5.15 ,,"59,000 km",Petrol,Gurgaon,2017
Maruti Suzuki Swift ZXi AMT [2018-2019],₹ 7.25 ,,"11,874 km",Petrol,Thane,2019
Renault Kwid 1.0 RXL [2017-2019],₹ 2.85 ,,"56,856 km",Petrol,Delhi,2017
Maruti Suzuki Ignis Delta 1.2 MT,₹ 4.74 ,,"11,824 km",Petrol,Pune,2018
Mahindra XUV500 W6,₹ 11.25 ,,"56,877 km",Diesel,Bangalore,2016
Maruti Suzuki Wagon R 1.0 LXI CNG,₹ 4 ,,"45,000 km",CNG,Thane,2015
Honda WR-V VX MT Petrol,₹ 6.25 ,,"24,459 km",Petrol,Kolkata,2017
Renault Kwid 1.0 RXT [2016-2019],₹ 3.14 ,,"43,335 km",Petrol,Pune,2016
Honda Jazz V Petrol,₹ 4 ,,"54,912 km",Petrol,Kolkata,2016
Maruti Suzuki Baleno Delta 1.2,₹ 6.65 ,,"15,116 km",Petrol,Mumbai,2019
Volvo V90 Cross Country D5 Inscription [2017-2020],₹ 36 ,,"67,713 km",Diesel,Ahmedabad,2018
Maruti Suzuki Baleno Delta 1.2 AT,₹ 7.25 ,,"45,000 km",Petrol,Hyderabad,2020
Hyundai Eon Era +,₹ 2.45 ,,"46,101 km",Petrol,Kolkata,2018
Maruti Suzuki Dzire VXi AMT,₹ 7.69 ,,"46,232 km",Petrol,Bangalore,2018
Mercedes-Benz GLC 220d 4MATIC Progressive,₹ 64.99 ,,"6,563 km",Diesel,Kolkata,2022
Land Rover Discovery Sport HSE Luxury,₹ 26.99 ,,"64,801 km",Diesel,Kolkata,2016
Mercedes-Benz GLE 250 d,₹ 53.55 ,,"46,023 km",Diesel,Bangalore,2018
Hyundai Verna Fluidic 1.6 VTVT SX,₹ 5.15 ,,"74,371 km",Petrol,Mumbai,2014
Hyundai Elite i20 Magna Plus 1.4 CRDi,₹ 5.94 ,,"58,262 km",Diesel,Delhi,2018
Honda BR-V V CVT Petrol,₹ 7.9 ,,"61,225 km",Petrol,Mumbai,2016
Hyundai Xcent S 1.2 Special Edition,₹ 4.82 ,,"37,882 km",Petrol,Pune,2015
Ford Endeavour Titanium 3.2 4x4 AT,₹ 33 ,,"71,773 km",Diesel,Hyderabad,2018
Hyundai i20 Magna 1.2,₹ 2.99 ,,"35,982 km",Petrol,Kolkata,2012
Honda Amaze 1.2 S i-VTEC,₹ 3.75 ,,"46,500 km",Petrol,Mumbai,2014
Mercedes-Benz E-Class E 350 CDI Edition E,₹ 27.99 ,,"24,162 km",Diesel,Kolkata,2016
Datsun GO Plus T,₹ 2.5 ,,"43,000 km",Petrol,Ahmedabad,2015
Ford EcoSport Titanium 1.5 TDCi,₹ 4.65 ,,"53,000 km",Diesel,Kolkata,2015
Kia Sonet HTX 1.5 [2020-2021],₹ 9.5 ,,"58,063 km",Diesel,Kolkata,2021
Audi Q7 45 TDI Technology Pack,₹ 69.95 ,,"37,648 km",Diesel,Bangalore,2018
Maruti Suzuki Swift VDi,₹ 6.5 ,,"82,366 km",Diesel,Hyderabad,2017
Skoda Kodiaq Style 2.0 TDI 4x4 AT,₹ 25 ,,"1,03,885 km",Diesel,Hyderabad,2017
Hyundai Elite i20 Magna 1.2,₹ 5.75 ,,"67,000 km",Petrol,Hyderabad,2015
Volkswagen Jetta Trendline 2.0L TDI,₹ 2.95 ,,"63,389 km",Diesel,Kolkata,2011
Maruti Suzuki Ritz Vxi BS-IV,₹ 4.65 ,,"88,000 km",Petrol,Hyderabad,2015
Audi A3 40 TFSI Premium Plus + sunroof,₹ 24.5 ,,"43,290 km",Petrol,Pune,2018
Maruti Suzuki Baleno Zeta,₹ 6.21 ,,"29,093 km",Petrol,Kolkata,2018
Hyundai i10 Magna 1.1 LPG,₹ 3.5 ,,"73,380 km",LPG,Hyderabad,2013
Honda Jazz VX Petrol,₹ 5.5 ,,"48,210 km",Petrol,Thane,2017
Hyundai Verna Fluidic 1.6 VTVT SX,₹ 6.69 ,,"14,296 km",Petrol,Bangalore,2014
Ford EcoSport Titanium 1.5L TDCi,₹ 6.5 ,,"59,511 km",Diesel,Kolkata,2018
Toyota Fortuner 2.8 4x4 AT [2016-2020],₹ 41.99 ,,"6,373 km",Diesel,Kolkata,2021
Toyota Innova Crysta 2.4 ZX 7 STR [2016-2020],₹ 22 ,,"88,000 km",Diesel,Hyderabad,2018
Kia Seltos HTX 1.5 [2020-2021],₹ 12.75 ,,"42,000 km",Petrol,Ahmedabad,2020
Renault Duster 110 PS RxL AWD Diesel,₹ 7.75 ,,"94,931 km",Diesel,Bangalore,2015
MG Hector Shine 1.5 Petrol Turbo CVT,₹ 18 ,,"5,900 km",Petrol,Kolkata,2021
Land Rover Discovery Sport HSE Luxury,₹ 43.07 ,,"38,144 km",Diesel,Ahmedabad,2019
Toyota Innova Crysta 2.4 ZX 7 STR [2016-2020],₹ 27 ,,"48,989 km",Diesel,Thane,2020
Maruti Suzuki Swift VXi [2014-2017],₹ 5.95 ,,"15,205 km",Petrol,Thane,2018
Mercedes-Benz GLS 350 d,₹ 63 ,,"59,348 km",Diesel,Mumbai,2017
Maruti Suzuki Wagon R 1.0 VXI,₹ 3.82 ,,"33,941 km",Petrol,Kolkata,2018
Maruti Suzuki Wagon R 1.0 LXI CNG,₹ 4.15 ,,"19,812 km",CNG,Pune,2015
Volkswagen Polo Highline Plus 1.2( P)16 Alloy [2017-2018],₹ 4.85 ,,"55,800 km",Petrol,Gurgaon,2018
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],₹ 4.82 ,,"35,010 km",Petrol,Delhi,2017
Kia Seltos GTX Plus 1.4 [2020-2021],₹ 16.9 ,,"11,000 km",Petrol,Chennai,2020
Maruti Suzuki Baleno Delta 1.2,₹ 5.7 ,,"28,000 km",Petrol,Thane,2017
Renault Kwid 1.0 RXT [2016-2019],₹ 3.04 ,,"53,728 km",Petrol,Delhi,2018
Tata Harrier XZ,₹ 16.75 ,,"28,000 km",Diesel,Mumbai,2020
Maruti Suzuki Alto K10 VXi,₹ 2.55 ,,"66,000 km",Petrol,Hyderabad,2012
Maruti Suzuki Ertiga ZXi AT,₹ 10.9 ,,"32,881 km",Petrol,Ahmedabad,2019
Volkswagen Vento Trendline Petrol,₹ 3.5 ,,"1,01,740 km",Petrol,Hyderabad,2010
BMW X1 sDrive20d,₹ 8.35 ,,"47,000 km",Diesel,Thane,2011
Maruti Suzuki Vitara Brezza ZDi,₹ 8.13 ,,"82,559 km",Diesel,Chennai,2018
Kia Seltos HTK 1.5 [2020-2021],₹ 18.5 ,,"20,881 km",Petrol,Hyderabad,2021
Toyota Corolla H2 1.8E,₹ 2 ,,"1,40,000 km",Petrol + 1,Pallikarnai,2004
Maruti Suzuki S-Cross Alpha 1.3,₹ 6.25 ,,"48,159 km",Diesel,Kolkata,2018
Mercedes-Benz B-Class B180 CDI,₹ 13.5 ,,"64,300 km",Diesel,Ahmedabad,2014
Kia Seltos GTX Plus AT 1.5 Diesel [2019-2020],₹ 18.51 ,,"32,244 km",Diesel,Mumbai,2020
Ford EcoSport Titanium + 1.5L Ti-VCT AT [2019-2020],₹ 9.5 ,,"52,547 km",Petrol,Ahmedabad,2019
Maruti Suzuki Swift VXi,₹ 3.25 ,,"71,861 km",Petrol,Bangalore,2009
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 4.69 ,,"24,251 km",Petrol,Bangalore,2013
Mercedes-Benz S-Class 350 CDI Long Blue-Efficiency,₹ 46.6 ,,"32,500 km",Diesel,Mumbai,2014
Maruti Suzuki Swift VDi,₹ 6 ,,"82,500 km",Diesel + 1,Poonamallee,2017
Audi A3 40 TFSI Premium,₹ 15 ,,"69,727 km",Petrol,Ahmedabad,2015
Hyundai Elite i20 Sportz 1.2,₹ 5.26 ,,"54,822 km",Petrol,Pune,2015
Ford Aspire Titanium Plus 1.5 TDCi,₹ 4.25 ,,"1,67,000 km",Diesel,Ahmedabad,2016
Skoda Kushaq Style 1.5L TSI DSG (6 Airbags),₹ 19.25 ,,"23,402 km",Petrol,Bangalore,2021
Hyundai Xcent S 1.2,₹ 3.95 ,,"36,000 km",Petrol,Kolkata,2018
Maruti Suzuki S-Presso VXi,₹ 4.31 ,,"53,958 km",Petrol,Kolkata,2020
Maruti Suzuki Baleno Zeta Automatic,₹ 6.9 ,,"6,90,000 km",Petrol,Thane,2018
Hyundai i20 Sportz 1.2 (O),₹ 4.3 ,,"50,546 km",Petrol,Delhi,2014
Maruti Suzuki Celerio VXi AMT,₹ 4.79 ,,"59,175 km",Petrol,Bangalore,2015
Audi A3 35 TDI Premium Plus + Sunroof,₹ 29.5 ,,"17,300 km",Diesel,Bangalore,2018
Maruti Suzuki Ritz Vxi BS-IV,₹ 4.25 ,,"88,000 km",Petrol,Hyderabad,2014
Toyota Yaris G MT [2018-2020],₹ 7.85 ,,"28,103 km",Petrol,Delhi,2019
Honda Jazz V Petrol,₹ 5.2 ,,"73,061 km",Petrol,Hyderabad,2015
Toyota Innova 2.5 G 7 STR BS-IV,₹ 7.25 ,,"1,01,330 km",Diesel,Pune,2012
Maruti Suzuki Baleno Zeta 1.2,₹ 9.42 ,,"7,773 km",Petrol,Pune,2021
Land Rover Range Rover Velar 2.0 R-Dynamic SE Petrol 250,₹ 85 ,,"29,000 km",Petrol,Faridabad,2020
Maruti Suzuki Alto 800 VXi,₹ 4.01 ,,"1,953 km",Petrol,Delhi,2021
Hyundai Elite i20 Asta 1.2 (O) [2019-2020],₹ 7.67 ,,"18,490 km",Petrol,Chennai,2019
Hyundai Grand i10 Sportz U2 1.2 CRDi,₹ 5.5 ,,"60,093 km",Diesel,Thane,2018
Maruti Suzuki Swift VXi [2014-2017],₹ 5.43 ,,"46,282 km",Petrol,Kolkata,2019
Volkswagen Vento Highline Petrol,₹ 7 ,,"93,682 km",Petrol,Hyderabad,2015
Maruti Suzuki Swift VDi,₹ 4.9 ,,"84,316 km",Diesel,Ahmedabad,2015
Kia Seltos HTX Plus AT 1.5 Diesel [2019-2020],₹ 17 ,,"20,175 km",Diesel,Hyderabad,2020
Hyundai Elite i20 Asta 1.2 (O) [2016],₹ 7.39 ,,"19,266 km",Petrol,Hyderabad,2017
Maruti Suzuki Alto 800 Vxi,₹ 3.22 ,,"26,802 km",Petrol,Bangalore,2016
Hyundai Elite i20 Asta 1.2 (O) [2019-2020],₹ 7.17 ,,"20,454 km",Petrol,Chennai,2018
Toyota Corolla Altis G CVT Petrol,₹ 12.27 ,,"75,766 km",Petrol,Delhi,2017
Honda City 1.5 V MT,₹ 3.65 ,,"80,000 km",Petrol,Thane,2012
Renault Kwid 1.0 RXT Opt,₹ 4.51 ,,"2,421 km",Petrol,Pune,2019
Hyundai Creta SX Plus 1.6  Petrol,₹ 9.11 ,,"53,946 km",Petrol,Mumbai,2016
Hyundai Xcent S 1.2 (O),₹ 4.35 ,,"74,000 km",Petrol,Thane,2015
Hyundai Verna 1.6 VTVT SX,₹ 7.75 ,,"22,911 km",Petrol,Thane,2018
Hyundai Creta SX 1.6 AT CRDi,₹ 14.5 ,,"59,994 km",Diesel,Hyderabad,2018
Maruti Suzuki Baleno Delta 1.2,₹ 4.98 ,,"48,702 km",Petrol,Delhi,2016
Honda City V,₹ 10.6 ,,"12,382 km",Petrol,Pune,2019
Hyundai Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],₹ 6.29 ,,"12,930 km",Petrol,Bangalore,2016
Jeep Compass Limited Plus 2.0 Diesel 4x4 AT,₹ 24.75 ,,"11,293 km",Diesel,Mumbai,2020
Maruti Suzuki Ciaz Alpha Hybrid 1.5 [2018-2020],₹ 9.95 ,,"20,440 km",Petrol,Hyderabad,2019
Maruti Suzuki Swift ZXi,₹ 5.7 ,,"43,000 km",Petrol,Thane,2017
Maruti Suzuki Celerio VXi CNG [2017-2019],₹ 4.68 ,,"81,091 km",CNG,Delhi,2018
Hyundai Grand i10 Magna 1.1 CRDi [2016-2017],₹ 4.5 ,,"67,621 km",Diesel,Hyderabad,2014
Hyundai Verna 1.6 VTVT SX,₹ 6.5 ,,"38,494 km",Petrol,Mumbai,2016
Maruti Suzuki Celerio VXi (O) CNG,₹ 5.47 ,,"42,348 km",CNG,Pune,2020
Maruti Suzuki Celerio VXi CNG [2019-2020],₹ 5.27 ,,"93,275 km",CNG,Pune,2019
Maruti Suzuki Alto K10 VXi (O),₹ 3.67 ,,"44,199 km",Petrol,Kolkata,2018
Audi A3 35 TFSI Premium Plus,₹ 21.8 ,,"77,590 km",Petrol,Delhi,2018
Audi A3 35 TDI Premium Plus,₹ 42.99 ,,"15,678 km",Diesel,Kolkata,2019
Maruti Suzuki Celerio VXi CNG (O),₹ 4.4 ,,"52,000 km",CNG,Thane,2016
Maruti Suzuki Ertiga VXI CNG,₹ 11.4 ,,"28,678 km",CNG,Thane,2021
Maruti Suzuki Ritz Vxi (ABS) BS-IV,₹ 3.57 ,,"40,877 km",Petrol,Pune,2013
Honda Jazz V Petrol,₹ 5.57 ,,"44,464 km",Petrol,Chennai,2016
Mahindra Bolero Power Plus ZLX [2016-2019],₹ 7.25 ,,"57,994 km",Diesel,Hyderabad,2017
Hyundai Elite i20 Asta 1.2 (O) [2016],₹ 6.57 ,,"54,982 km",Petrol,Bangalore,2017
Datsun GO T (O),₹ 2.5 ,,"40,000 km",Petrol,Ahmedabad,2018
Maruti Suzuki A-Star Vxi,₹ 1.99 ,,"54,000 km",Petrol,Thane,2010
Audi Q5 2.0 TDI quattro,₹ 15 ,,"56,173 km",Diesel,Hyderabad,2012
Renault Duster RXS CVT,₹ 8.99 ,,"36,700 km",Petrol,Bangalore,2019
Volkswagen Taigun Topline 1.0 TSI AT,₹ 18.95 ,,"2,377 km",Petrol,Hyderabad,2022
Volvo S60 D5 2.4 L,₹ 18 ,,"83,893 km",Diesel,Hyderabad,2016
Hyundai Verna Fluidic 1.6 VTVT SX,₹ 4.25 ,,"96,000 km",Petrol,Noida,2011
Renault Kwid RXL [2015-2019],₹ 3.39 ,,"64,346 km",Petrol,Bangalore,2016
BMW 3 Series 320d Luxury Line,₹ 15.5 ,,"1,04,264 km",Diesel,Hyderabad,2013
Hyundai Santro Magna [2018-2020],₹ 4.41 ,,"15,447 km",Petrol,Kolkata,2020
MG Hector Sharp 1.5 DCT Petrol [2019-2020],₹ 15.99 ,,"29,979 km",Petrol,Bangalore,2019
Skoda Octavia 1.8 TSI L&K,₹ 16.99 ,,"45,661 km",Petrol,Thane,2018
MG ZS EV Exclusive [2020-2021],₹ 19.19 ,,"57,946 km",Electric,Bangalore,2020
Renault Kwid 1.0 RXL [2017-2019],₹ 3.69 ,,"43,361 km",Petrol,Bangalore,2017
Honda City V CVT Petrol [2017-2019],₹ 8.62 ,,"18,711 km",Petrol,Delhi,2017
Tata Nexon XZ,₹ 8.5 ,,"29,700 km",Petrol,Chennai,2020
Isuzu D-Max V-Cross 4x4,₹ 18.95 ,,"64,377 km",Diesel,Bangalore,2018
